ID,DATE,YEAR,MONTH,DAY,LATITUDE,LONGITUDE,ELEVATION,PRCP
US1COAR00422012-12-12 00:00:00,2012-12-12,2012,12,12,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-13 00:00:00,2012-12-13,2012,12,13,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-14 00:00:00,2012-12-14,2012,12,14,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-15 00:00:00,2012-12-15,2012,12,15,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-16 00:00:00,2012-12-16,2012,12,16,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-17 00:00:00,2012-12-17,2012,12,17,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-21 00:00:00,2012-12-21,2012,12,21,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-22 00:00:00,2012-12-22,2012,12,22,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-23 00:00:00,2012-12-23,2012,12,23,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-24 00:00:00,2012-12-24,2012,12,24,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-25 00:00:00,2012-12-25,2012,12,25,39.656,-104.965,1648.1,2.5
US1COAR00422012-12-26 00:00:00,2012-12-26,2012,12,26,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-27 00:00:00,2012-12-27,2012,12,27,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-28 00:00:00,2012-12-28,2012,12,28,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-29 00:00:00,2012-12-29,2012,12,29,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-30 00:00:00,2012-12-30,2012,12,30,39.656,-104.965,1648.1,0.0
US1COAR00422012-12-31 00:00:00,2012-12-31,2012,12,31,39.656,-104.965,1648.1,0.0
US1COAR00422013-01-01 00:00:00,2013-01-01,2013,1,1,39.656,-104.965,1648.1,0.0
US1CODN00252012-01-02 00:00:00,2012-01-02,2012,1,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-03 00:00:00,2012-01-03,2012,1,3,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-04 00:00:00,2012-01-04,2012,1,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-05 00:00:00,2012-01-05,2012,1,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-06 00:00:00,2012-01-06,2012,1,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-07 00:00:00,2012-01-07,2012,1,7,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-08 00:00:00,2012-01-08,2012,1,8,39.7264,-104.9489,1645.9,1.4
US1CODN00252012-01-09 00:00:00,2012-01-09,2012,1,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-10 00:00:00,2012-01-10,2012,1,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-11 00:00:00,2012-01-11,2012,1,11,39.7264,-104.9489,1645.9,2.1
US1CODN00252012-01-12 00:00:00,2012-01-12,2012,1,12,39.7264,-104.9489,1645.9,3.0
US1CODN00252012-01-13 00:00:00,2012-01-13,2012,1,13,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-14 00:00:00,2012-01-14,2012,1,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-15 00:00:00,2012-01-15,2012,1,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-16 00:00:00,2012-01-16,2012,1,16,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-17 00:00:00,2012-01-17,2012,1,17,39.7264,-104.9489,1645.9,0.2
US1CODN00252012-01-18 00:00:00,2012-01-18,2012,1,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-19 00:00:00,2012-01-19,2012,1,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-20 00:00:00,2012-01-20,2012,1,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-21 00:00:00,2012-01-21,2012,1,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-22 00:00:00,2012-01-22,2012,1,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-23 00:00:00,2012-01-23,2012,1,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-24 00:00:00,2012-01-24,2012,1,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-25 00:00:00,2012-01-25,2012,1,25,39.7264,-104.9489,1645.9,0.6
US1CODN00252012-01-26 00:00:00,2012-01-26,2012,1,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-27 00:00:00,2012-01-27,2012,1,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-28 00:00:00,2012-01-28,2012,1,28,39.7264,-104.9489,1645.9,1.7
US1CODN00252012-01-29 00:00:00,2012-01-29,2012,1,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-30 00:00:00,2012-01-30,2012,1,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-01-31 00:00:00,2012-01-31,2012,1,31,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-01 00:00:00,2012-02-01,2012,2,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-02 00:00:00,2012-02-02,2012,2,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-03 00:00:00,2012-02-03,2012,2,3,39.7264,-104.9489,1645.9,9.5
US1CODN00252012-02-04 00:00:00,2012-02-04,2012,2,4,39.7264,-104.9489,1645.9,8.5
US1CODN00252012-02-05 00:00:00,2012-02-05,2012,2,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-06 00:00:00,2012-02-06,2012,2,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-07 00:00:00,2012-02-07,2012,2,7,39.7264,-104.9489,1645.9,3.0
US1CODN00252012-02-08 00:00:00,2012-02-08,2012,2,8,39.7264,-104.9489,1645.9,0.1
US1CODN00252012-02-09 00:00:00,2012-02-09,2012,2,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-10 00:00:00,2012-02-10,2012,2,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-11 00:00:00,2012-02-11,2012,2,11,39.7264,-104.9489,1645.9,0.4
US1CODN00252012-02-12 00:00:00,2012-02-12,2012,2,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-13 00:00:00,2012-02-13,2012,2,13,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-14 00:00:00,2012-02-14,2012,2,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-15 00:00:00,2012-02-15,2012,2,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-16 00:00:00,2012-02-16,2012,2,16,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-17 00:00:00,2012-02-17,2012,2,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-18 00:00:00,2012-02-18,2012,2,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-19 00:00:00,2012-02-19,2012,2,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-20 00:00:00,2012-02-20,2012,2,20,39.7264,-104.9489,1645.9,0.1
US1CODN00252012-02-21 00:00:00,2012-02-21,2012,2,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-22 00:00:00,2012-02-22,2012,2,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-23 00:00:00,2012-02-23,2012,2,23,39.7264,-104.9489,1645.9,4.0
US1CODN00252012-02-24 00:00:00,2012-02-24,2012,2,24,39.7264,-104.9489,1645.9,0.1
US1CODN00252012-02-25 00:00:00,2012-02-25,2012,2,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-26 00:00:00,2012-02-26,2012,2,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-27 00:00:00,2012-02-27,2012,2,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-28 00:00:00,2012-02-28,2012,2,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-02-29 00:00:00,2012-02-29,2012,2,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-01 00:00:00,2012-03-01,2012,3,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-02 00:00:00,2012-03-02,2012,3,2,39.7264,-104.9489,1645.9,0.3
US1CODN00252012-03-03 00:00:00,2012-03-03,2012,3,3,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-04 00:00:00,2012-03-04,2012,3,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-05 00:00:00,2012-03-05,2012,3,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-06 00:00:00,2012-03-06,2012,3,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-08 00:00:00,2012-03-08,2012,3,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-09 00:00:00,2012-03-09,2012,3,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-10 00:00:00,2012-03-10,2012,3,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-11 00:00:00,2012-03-11,2012,3,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-12 00:00:00,2012-03-12,2012,3,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-14 00:00:00,2012-03-14,2012,3,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-15 00:00:00,2012-03-15,2012,3,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-16 00:00:00,2012-03-16,2012,3,16,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-17 00:00:00,2012-03-17,2012,3,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-18 00:00:00,2012-03-18,2012,3,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-19 00:00:00,2012-03-19,2012,3,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-20 00:00:00,2012-03-20,2012,3,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-21 00:00:00,2012-03-21,2012,3,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-22 00:00:00,2012-03-22,2012,3,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-24 00:00:00,2012-03-24,2012,3,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-25 00:00:00,2012-03-25,2012,3,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-26 00:00:00,2012-03-26,2012,3,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-27 00:00:00,2012-03-27,2012,3,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-28 00:00:00,2012-03-28,2012,3,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-29 00:00:00,2012-03-29,2012,3,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-30 00:00:00,2012-03-30,2012,3,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-03-31 00:00:00,2012-03-31,2012,3,31,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-01 00:00:00,2012-04-01,2012,4,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-02 00:00:00,2012-04-02,2012,4,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-03 00:00:00,2012-04-03,2012,4,3,39.7264,-104.9489,1645.9,1.0
US1CODN00252012-04-04 00:00:00,2012-04-04,2012,4,4,39.7264,-104.9489,1645.9,1.3
US1CODN00252012-04-05 00:00:00,2012-04-05,2012,4,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-07 00:00:00,2012-04-07,2012,4,7,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-08 00:00:00,2012-04-08,2012,4,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-09 00:00:00,2012-04-09,2012,4,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-14 00:00:00,2012-04-14,2012,4,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-17 00:00:00,2012-04-17,2012,4,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-18 00:00:00,2012-04-18,2012,4,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-20 00:00:00,2012-04-20,2012,4,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-21 00:00:00,2012-04-21,2012,4,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-22 00:00:00,2012-04-22,2012,4,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-23 00:00:00,2012-04-23,2012,4,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-24 00:00:00,2012-04-24,2012,4,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-25 00:00:00,2012-04-25,2012,4,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-26 00:00:00,2012-04-26,2012,4,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-28 00:00:00,2012-04-28,2012,4,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-29 00:00:00,2012-04-29,2012,4,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-04-30 00:00:00,2012-04-30,2012,4,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-01 00:00:00,2012-05-01,2012,5,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-02 00:00:00,2012-05-02,2012,5,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-03 00:00:00,2012-05-03,2012,5,3,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-04 00:00:00,2012-05-04,2012,5,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-05 00:00:00,2012-05-05,2012,5,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-09 00:00:00,2012-05-09,2012,5,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-10 00:00:00,2012-05-10,2012,5,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-11 00:00:00,2012-05-11,2012,5,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-14 00:00:00,2012-05-14,2012,5,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-15 00:00:00,2012-05-15,2012,5,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-21 00:00:00,2012-05-21,2012,5,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-22 00:00:00,2012-05-22,2012,5,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-23 00:00:00,2012-05-23,2012,5,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-25 00:00:00,2012-05-25,2012,5,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-27 00:00:00,2012-05-27,2012,5,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-28 00:00:00,2012-05-28,2012,5,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-29 00:00:00,2012-05-29,2012,5,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-30 00:00:00,2012-05-30,2012,5,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-05-31 00:00:00,2012-05-31,2012,5,31,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-01 00:00:00,2012-06-01,2012,6,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-02 00:00:00,2012-06-02,2012,6,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-05 00:00:00,2012-06-05,2012,6,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-06 00:00:00,2012-06-06,2012,6,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-08 00:00:00,2012-06-08,2012,6,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-09 00:00:00,2012-06-09,2012,6,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-10 00:00:00,2012-06-10,2012,6,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-11 00:00:00,2012-06-11,2012,6,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-12 00:00:00,2012-06-12,2012,6,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-13 00:00:00,2012-06-13,2012,6,13,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-14 00:00:00,2012-06-14,2012,6,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-15 00:00:00,2012-06-15,2012,6,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-18 00:00:00,2012-06-18,2012,6,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-19 00:00:00,2012-06-19,2012,6,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-20 00:00:00,2012-06-20,2012,6,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-21 00:00:00,2012-06-21,2012,6,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-22 00:00:00,2012-06-22,2012,6,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-23 00:00:00,2012-06-23,2012,6,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-24 00:00:00,2012-06-24,2012,6,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-25 00:00:00,2012-06-25,2012,6,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-26 00:00:00,2012-06-26,2012,6,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-29 00:00:00,2012-06-29,2012,6,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-06-30 00:00:00,2012-06-30,2012,6,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-01 00:00:00,2012-07-01,2012,7,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-02 00:00:00,2012-07-02,2012,7,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-04 00:00:00,2012-07-04,2012,7,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-05 00:00:00,2012-07-05,2012,7,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-06 00:00:00,2012-07-06,2012,7,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-11 00:00:00,2012-07-11,2012,7,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-12 00:00:00,2012-07-12,2012,7,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-18 00:00:00,2012-07-18,2012,7,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-20 00:00:00,2012-07-20,2012,7,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-21 00:00:00,2012-07-21,2012,7,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-22 00:00:00,2012-07-22,2012,7,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-23 00:00:00,2012-07-23,2012,7,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-25 00:00:00,2012-07-25,2012,7,25,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-26 00:00:00,2012-07-26,2012,7,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-27 00:00:00,2012-07-27,2012,7,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-07-29 00:00:00,2012-07-29,2012,7,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-05 00:00:00,2012-08-05,2012,8,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-06 00:00:00,2012-08-06,2012,8,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-07 00:00:00,2012-08-07,2012,8,7,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-08 00:00:00,2012-08-08,2012,8,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-09 00:00:00,2012-08-09,2012,8,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-10 00:00:00,2012-08-10,2012,8,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-11 00:00:00,2012-08-11,2012,8,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-13 00:00:00,2012-08-13,2012,8,13,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-14 00:00:00,2012-08-14,2012,8,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-15 00:00:00,2012-08-15,2012,8,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-17 00:00:00,2012-08-17,2012,8,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-18 00:00:00,2012-08-18,2012,8,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-19 00:00:00,2012-08-19,2012,8,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-20 00:00:00,2012-08-20,2012,8,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-22 00:00:00,2012-08-22,2012,8,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-26 00:00:00,2012-08-26,2012,8,26,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-27 00:00:00,2012-08-27,2012,8,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-28 00:00:00,2012-08-28,2012,8,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-29 00:00:00,2012-08-29,2012,8,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-30 00:00:00,2012-08-30,2012,8,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-08-31 00:00:00,2012-08-31,2012,8,31,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-01 00:00:00,2012-09-01,2012,9,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-04 00:00:00,2012-09-04,2012,9,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-05 00:00:00,2012-09-05,2012,9,5,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-06 00:00:00,2012-09-06,2012,9,6,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-07 00:00:00,2012-09-07,2012,9,7,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-08 00:00:00,2012-09-08,2012,9,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-09 00:00:00,2012-09-09,2012,9,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-10 00:00:00,2012-09-10,2012,9,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-11 00:00:00,2012-09-11,2012,9,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-14 00:00:00,2012-09-14,2012,9,14,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-15 00:00:00,2012-09-15,2012,9,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-16 00:00:00,2012-09-16,2012,9,16,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-17 00:00:00,2012-09-17,2012,9,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-18 00:00:00,2012-09-18,2012,9,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-19 00:00:00,2012-09-19,2012,9,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-21 00:00:00,2012-09-21,2012,9,21,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-22 00:00:00,2012-09-22,2012,9,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-23 00:00:00,2012-09-23,2012,9,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-24 00:00:00,2012-09-24,2012,9,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-28 00:00:00,2012-09-28,2012,9,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-29 00:00:00,2012-09-29,2012,9,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-09-30 00:00:00,2012-09-30,2012,9,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-02 00:00:00,2012-10-02,2012,10,2,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-03 00:00:00,2012-10-03,2012,10,3,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-04 00:00:00,2012-10-04,2012,10,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-05 00:00:00,2012-10-05,2012,10,5,39.7264,-104.9489,1645.9,1.0
US1CODN00252012-10-07 00:00:00,2012-10-07,2012,10,7,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-08 00:00:00,2012-10-08,2012,10,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-09 00:00:00,2012-10-09,2012,10,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-10 00:00:00,2012-10-10,2012,10,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-11 00:00:00,2012-10-11,2012,10,11,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-12 00:00:00,2012-10-12,2012,10,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-15 00:00:00,2012-10-15,2012,10,15,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-16 00:00:00,2012-10-16,2012,10,16,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-17 00:00:00,2012-10-17,2012,10,17,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-18 00:00:00,2012-10-18,2012,10,18,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-19 00:00:00,2012-10-19,2012,10,19,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-20 00:00:00,2012-10-20,2012,10,20,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-22 00:00:00,2012-10-22,2012,10,22,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-23 00:00:00,2012-10-23,2012,10,23,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-24 00:00:00,2012-10-24,2012,10,24,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-25 00:00:00,2012-10-25,2012,10,25,39.7264,-104.9489,1645.9,3.8
US1CODN00252012-10-26 00:00:00,2012-10-26,2012,10,26,39.7264,-104.9489,1645.9,0.2
US1CODN00252012-10-27 00:00:00,2012-10-27,2012,10,27,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-28 00:00:00,2012-10-28,2012,10,28,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-29 00:00:00,2012-10-29,2012,10,29,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-30 00:00:00,2012-10-30,2012,10,30,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-10-31 00:00:00,2012-10-31,2012,10,31,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-01 00:00:00,2012-11-01,2012,11,1,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-03 00:00:00,2012-11-03,2012,11,3,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-04 00:00:00,2012-11-04,2012,11,4,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-08 00:00:00,2012-11-08,2012,11,8,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-09 00:00:00,2012-11-09,2012,11,9,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-10 00:00:00,2012-11-10,2012,11,10,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-11 00:00:00,2012-11-11,2012,11,11,39.7264,-104.9489,1645.9,0.7
US1CODN00252012-11-12 00:00:00,2012-11-12,2012,11,12,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-13 00:00:00,2012-11-13,2012,11,13,39.7264,-104.9489,1645.9,0.0
US1CODN00252012-11-14 00:00:00,2012-11-14,2012,11,14,39.7264,-104.9489,1645.9,0.0
